date,bitcoin,trend_relative_diff,trend_log_return
2013-04-26,19,-0.05,-0.05129329438755058
2013-04-27,18,-0.05263157894736842,-0.05406722127027582
2013-04-28,18,0.0,0.0
2013-04-29,17,-0.05555555555555555,-0.05715841383994864
2013-04-30,16,-0.058823529411764705,-0.060624621816434854
2013-05-01,21,0.3125,0.27193371548364176
2013-05-02,20,-0.047619047619047616,-0.048790164169432056
2013-05-03,20,0.0,0.0
2013-05-04,17,-0.15,-0.16251892949777494
2013-05-05,16,-0.058823529411764705,-0.060624621816434854
2013-05-06,18,0.125,0.11778303565638346
2013-05-07,17,-0.05555555555555555,-0.05715841383994864
2013-05-08,14,-0.17647058823529413,-0.1941560144409575
2013-05-09,15,0.07142857142857142,0.06899287148695142
2013-05-10,13,-0.13333333333333333,-0.1431008436406733
2013-05-11,13,0.0,0.0
2013-05-12,14,0.07692307692307693,0.07410797215372183
2013-05-13,14,0.0,0.0
2013-05-14,14,0.0,0.0
2013-05-15,16,0.14285714285714285,0.13353139262452257
2013-05-16,15,-0.0625,-0.06453852113757118
2013-05-17,14,-0.06666666666666667,-0.06899287148695143
2013-05-18,14,0.0,0.0
2013-05-19,16,0.14285714285714285,0.13353139262452257
2013-05-20,15,-0.0625,-0.06453852113757118
2013-05-21,13,-0.13333333333333333,-0.1431008436406733
2013-05-22,12,-0.07692307692307693,-0.08004270767353637
2013-05-23,11,-0.08333333333333333,-0.08701137698962981
2013-05-24,12,0.09090909090909091,0.0870113769896297
2013-05-25,11,-0.08333333333333333,-0.08701137698962981
2013-05-26,11,0.0,0.0
2013-05-27,11,0.0,0.0
2013-05-28,14,0.2727272727272727,0.24116205681688804
2013-05-29,16,0.14285714285714285,0.13353139262452257
2013-05-30,13,-0.1875,-0.2076393647782445
2013-05-31,13,0.0,0.0
2013-06-01,11,-0.15384615384615385,-0.1670540846631662
2013-06-02,12,0.09090909090909091,0.0870113769896297
2013-06-03,11,-0.08333333333333333,-0.08701137698962981
2013-06-04,10,-0.09090909090909091,-0.0953101798043249
2013-06-05,10,0.0,0.0
2013-06-06,10,0.0,0.0
2013-06-07,10,0.0,0.0
2013-06-08,9,-0.1,-0.10536051565782628
2013-06-09,12,0.3333333333333333,0.28768207245178085
2013-06-10,11,-0.08333333333333333,-0.08701137698962981
2013-06-11,12,0.09090909090909091,0.0870113769896297
2013-06-12,10,-0.16666666666666666,-0.1823215567939546
2013-06-13,10,0.0,0.0
2013-06-14,9,-0.1,-0.10536051565782628
2013-06-15,9,0.0,0.0
2013-06-16,9,0.0,0.0
2013-06-17,8,-0.1111111111111111,-0.11778303565638351
2013-06-18,9,0.125,0.11778303565638346
2013-06-19,9,0.0,0.0
2013-06-20,9,0.0,0.0
2013-06-21,9,0.0,0.0
2013-06-22,8,-0.1111111111111111,-0.11778303565638351
2013-06-23,9,0.125,0.11778303565638346
2013-06-24,10,0.1111111111111111,0.10536051565782635
2013-06-25,9,-0.1,-0.10536051565782628
2013-06-26,9,0.0,0.0
2013-06-27,9,0.0,0.0
2013-06-28,9,0.0,0.0
2013-06-29,9,0.0,0.0
2013-06-30,12,0.3333333333333333,0.28768207245178085
2013-07-01,8,0.0,0.0
2013-07-02,13,0.625,0.4855078157817008
2013-07-03,9,-0.3076923076923077,-0.3677247801253174
2013-07-04,8,-0.1111111111111111,-0.11778303565638351
2013-07-05,8,0.0,0.0
2013-07-06,7,-0.125,-0.13353139262452263
2013-07-07,7,0.0,0.0
2013-07-08,7,0.0,0.0
2013-07-09,7,0.0,0.0
2013-07-10,7,0.0,0.0
2013-07-11,7,0.0,0.0
2013-07-12,7,0.0,0.0
2013-07-13,6,-0.14285714285714285,-0.15415067982725836
2013-07-14,6,0.0,0.0
2013-07-15,6,0.0,0.0
2013-07-16,6,0.0,0.0
2013-07-17,6,0.0,0.0
2013-07-18,6,0.0,0.0
2013-07-19,6,0.0,0.0
2013-07-20,5,-0.16666666666666666,-0.1823215567939546
2013-07-21,5,0.0,0.0
2013-07-22,6,0.2,0.1823215567939546
2013-07-23,6,0.0,0.0
2013-07-24,7,0.16666666666666666,0.15415067982725836
2013-07-25,6,-0.14285714285714285,-0.15415067982725836
2013-07-26,6,0.0,0.0
2013-07-27,5,-0.16666666666666666,-0.1823215567939546
2013-07-28,6,0.2,0.1823215567939546
2013-07-29,6,0.0,0.0
2013-07-30,7,0.16666666666666666,0.15415067982725836
2013-07-31,7,0.0,0.0
2013-08-01,6,-0.14285714285714285,-0.15415067982725836
2013-08-02,5,-0.16666666666666666,-0.1823215567939546
2013-08-03,6,0.2,0.1823215567939546
2013-08-04,6,0.0,0.0
2013-08-05,7,0.16666666666666666,0.15415067982725836
2013-08-06,6,-0.14285714285714285,-0.15415067982725836
2013-08-07,6,0.0,0.0
2013-08-08,7,0.16666666666666666,0.15415067982725836
2013-08-09,6,-0.14285714285714285,-0.15415067982725836
2013-08-10,6,0.0,0.0
2013-08-11,6,0.0,0.0
2013-08-12,7,0.16666666666666666,0.15415067982725836
2013-08-13,8,0.14285714285714285,0.13353139262452257
2013-08-14,9,0.125,0.11778303565638346
2013-08-15,8,-0.1111111111111111,-0.11778303565638351
2013-08-16,7,-0.125,-0.13353139262452263
2013-08-17,7,0.0,0.0
2013-08-18,7,0.0,0.0
2013-08-19,9,0.2857142857142857,0.25131442828090617
2013-08-20,9,0.0,0.0
2013-08-21,8,-0.1111111111111111,-0.11778303565638351
2013-08-22,8,0.0,0.0
2013-08-23,7,-0.125,-0.13353139262452263
2013-08-24,6,-0.14285714285714285,-0.15415067982725836
2013-08-25,6,0.0,0.0
2013-08-26,6,0.0,0.0
2013-08-27,8,0.3333333333333333,0.28768207245178085
2013-08-28,7,-0.125,-0.13353139262452263
2013-08-29,7,0.0,0.0
2013-08-30,7,0.0,0.0
2013-08-31,6,-0.14285714285714285,-0.15415067982725836
2013-09-01,6,0.0,0.0
2013-09-02,6,0.0,0.0
2013-09-03,6,0.0,0.0
2013-09-04,6,0.0,0.0
2013-09-05,6,0.0,0.0
2013-09-06,6,0.0,0.0
2013-09-07,5,-0.16666666666666666,-0.1823215567939546
2013-09-08,6,0.2,0.1823215567939546
2013-09-09,6,0.0,0.0
2013-09-10,6,0.0,0.0
2013-09-11,6,0.0,0.0
2013-09-12,5,-0.16666666666666666,-0.1823215567939546
2013-09-13,5,0.0,0.0
2013-09-14,5,0.0,0.0
2013-09-15,5,0.0,0.0
2013-09-16,5,0.0,0.0
2013-09-17,5,0.0,0.0
2013-09-18,5,0.0,0.0
2013-09-19,5,0.0,0.0
2013-09-20,6,0.2,0.1823215567939546
2013-09-21,5,-0.16666666666666666,-0.1823215567939546
2013-09-22,5,0.0,0.0
2013-09-23,6,0.2,0.1823215567939546
2013-09-24,6,0.0,0.0
2013-09-25,6,0.0,0.0
2013-09-26,6,0.0,0.0
2013-09-27,5,-0.16666666666666666,-0.1823215567939546
2013-09-28,5,0.0,0.0
2013-09-29,5,0.0,0.0
2013-09-30,6,0.2,0.1823215567939546
2013-10-01,5,-0.16666666666666666,-0.1823215567939546
2013-10-02,12,1.4,0.8754687373538999
2013-10-03,19,0.5833333333333334,0.45953232937844013
2013-10-04,12,-0.3684210526315789,-0.4595323293784402
2013-10-05,9,-0.25,-0.2876820724517809
2013-10-06,9,0.0,0.0
2013-10-07,9,0.0,0.0
2013-10-08,8,-0.1111111111111111,-0.11778303565638351
2013-10-09,8,0.0,0.0
2013-10-10,7,-0.125,-0.13353139262452263
2013-10-11,6,-0.14285714285714285,-0.15415067982725836
2013-10-12,6,0.0,0.0
2013-10-13,6,0.0,0.0
2013-10-14,6,0.0,0.0
2013-10-15,7,0.16666666666666666,0.15415067982725836
2013-10-16,8,0.14285714285714285,0.13353139262452257
2013-10-17,7,-0.125,-0.13353139262452263
2013-10-18,7,0.0,0.0
2013-10-19,7,0.0,0.0
2013-10-20,7,0.0,0.0
2013-10-21,8,0.14285714285714285,0.13353139262452257
2013-10-22,9,0.125,0.11778303565638346
2013-10-23,9,0.0,0.0
2013-10-24,9,0.0,0.0
2013-10-25,9,0.0,0.0
2013-10-26,10,0.1111111111111111,0.10536051565782635
2013-10-27,10,0.0,0.0
2013-10-28,12,0.2,0.1823215567939546
2013-10-29,23,0.9166666666666666,0.6505875661411494
2013-10-30,38,0.6521739130434783,0.5020919437972361
2013-10-31,26,-0.3157894736842105,-0.3794896217049037
2013-11-01,18,-0.3076923076923077,-0.3677247801253174
2013-11-02,16,-0.1111111111111111,-0.11778303565638351
2013-11-03,14,-0.125,-0.13353139262452263
2013-11-04,15,0.07142857142857142,0.06899287148695142
2013-11-05,17,0.13333333333333333,0.125163142954006
2013-11-06,19,0.11764705882352941,0.1112256351102244
2013-11-07,23,0.21052631578947367,0.19105523676270922
2013-11-08,23,0.0,0.0
2013-11-09,23,0.0,0.0
2013-11-10,21,-0.08695652173913043,-0.09097177820572676
2013-11-11,17,-0.19047619047619047,-0.2113090936672069
2013-11-12,19,0.11764705882352941,0.1112256351102244
2013-11-13,22,0.15789473684210525,0.14660347419187544
2013-11-14,25,0.13636363636363635,0.127833371509885
2013-11-15,24,-0.04,-0.040821994520255166
2013-11-16,20,-0.16666666666666666,-0.1823215567939546
2013-11-17,25,0.25,0.22314355131420976
2013-11-18,54,1.16,0.7701082216960737
2013-11-19,80,0.48148148148148145,0.3930425881096072
2013-11-20,56,-0.3,-0.35667494393873245
2013-11-21,42,-0.25,-0.2876820724517809
2013-11-22,45,0.07142857142857142,0.06899287148695142
2013-11-23,40,-0.1111111111111111,-0.11778303565638351
2013-11-24,36,-0.1,-0.10536051565782628
2013-11-25,38,0.05555555555555555,0.05406722127027579
2013-11-26,38,0.0,0.0
2013-11-27,63,0.6578947368421053,0.5055485666651469
2013-11-28,100,0.5873015873015873,0.4620354595965586
2013-11-29,86,-0.14,-0.15082288973458366
2013-11-30,64,-0.2558139534883721,-0.2954642128938359
2013-12-01,58,-0.09375,-0.09844007281325252
2013-12-02,60,0.034482758620689655,0.033901551675681416
2013-12-03,55,-0.08333333333333333,-0.08701137698962981
2013-12-04,48,-0.12727272727272726,-0.13613217432458005
2013-12-05,70,0.4583333333333333,0.377294231141468
2013-12-06,62,-0.11428571428571428,-0.12136085700426748
2013-12-07,65,0.04838709677419355,0.04725288485054551
2013-12-08,48,-0.26153846153846155,-0.30318625898774615
2013-12-09,46,-0.041666666666666664,-0.04255961441879589
2013-12-10,44,-0.043478260869565216,-0.04445176257083381
2013-12-11,42,-0.045454545454545456,-0.04652001563489282
2013-12-12,38,-0.09523809523809523,-0.10008345855698253
2013-12-13,39,0.02631578947368421,0.025975486403260736
2013-12-14,33,-0.15384615384615385,-0.1670540846631662
2013-12-15,37,0.12121212121212122,0.11441035117774412
2013-12-16,40,0.08108108108108109,0.07796154146971192
2013-12-17,41,0.025,0.024692612590371414
2013-12-18,71,0.7317073170731707,0.5491078103370076
2013-12-19,48,-0.323943661971831,-0.39147886613342453
2013-12-20,37,-0.22916666666666666,-0.2602830982636664
2013-12-21,33,-0.10810810810810811,-0.11441035117774422
2013-12-22,34,0.030303030303030304,0.02985296314968113
2013-12-23,31,-0.08823529411764706,-0.09237332013101517
2013-12-24,28,-0.0967741935483871,-0.10178269430994236
2013-12-25,24,-0.14285714285714285,-0.15415067982725836
2013-12-26,27,0.125,0.11778303565638346
2013-12-27,29,0.07407407407407407,0.07145896398214505
2013-12-28,24,-0.1724137931034483,-0.18924199963852842
2013-12-29,23,-0.041666666666666664,-0.04255961441879589
2013-12-30,25,0.08695652173913043,0.083381608939051
2013-12-31,22,-0.12,-0.12783337150988489
2014-01-01,26,-0.13333333333333333,-0.1431008436406733
2014-01-02,29,0.11538461538461539,0.109199291964992
2014-01-03,35,0.20689655172413793,0.18805223150293962
2014-01-04,28,-0.2,-0.2231435513142097
2014-01-05,32,0.14285714285714285,0.13353139262452257
2014-01-06,42,0.3125,0.27193371548364176
2014-01-07,39,-0.07142857142857142,-0.07410797215372185
2014-01-08,39,0.0,0.0
2014-01-09,38,-0.02564102564102564,-0.025975486403260677
2014-01-10,34,-0.10526315789473684,-0.11122563511022437
2014-01-11,32,-0.058823529411764705,-0.060624621816434854
2014-01-12,28,-0.125,-0.13353139262452263
2014-01-13,32,0.14285714285714285,0.13353139262452257
2014-01-14,32,0.0,0.0
2014-01-15,37,0.15625,0.1451820098444979
2014-01-16,40,0.08108108108108109,0.07796154146971192
2014-01-17,40,0.0,0.0
2014-01-18,26,-0.35,-0.4307829160924542
2014-01-19,29,0.11538461538461539,0.109199291964992
2014-01-20,37,0.27586206896551724,0.2436220826577505
2014-01-21,39,0.05405405405405406,0.05264373348542188
2014-01-22,41,0.05128205128205128,0.050010420574661416
2014-01-23,36,-0.12195121951219512,-0.13005312824819779
2014-01-24,37,0.027777777777777776,0.027398974188114347
2014-01-25,28,-0.24324324324324326,-0.2787134024690205
2014-01-26,27,-0.03571428571428571,-0.03636764417087483
2014-01-27,43,0.5925925925925926,0.4653632496892333
2014-01-28,46,0.06976744186046512,0.06744128079553248
2014-01-29,38,-0.17391304347826086,-0.19105523676270922
2014-01-30,33,-0.13157894736842105,-0.14107859825990549
2014-01-31,28,-0.15151515151515152,-0.1643030512912763
2014-02-01,25,-0.10714285714285714,-0.11332868530700312
2014-02-02,26,0.04,0.03922071315328133
2014-02-03,25,-0.038461538461538464,-0.03922071315328127
2014-02-04,26,0.04,0.03922071315328133
2014-02-05,26,0.0,0.0
2014-02-06,27,0.038461538461538464,0.03774032798284711
2014-02-07,41,0.5185185185185185,0.41773520069997877
2014-02-08,31,-0.24390243902439024,-0.27958486221916157
2014-02-09,28,-0.0967741935483871,-0.10178269430994236
2014-02-10,45,0.6071428571428571,0.4744579795951159
2014-02-11,46,0.022222222222222223,0.021978906718775167
2014-02-12,37,-0.1956521739130435,-0.21772348384487053
2014-02-13,34,-0.08108108108108109,-0.084557388028063
2014-02-14,44,0.29411764705882354,0.25782910930209985
2014-02-15,28,-0.36363636363636365,-0.45198512374305727
2014-02-16,32,0.14285714285714285,0.13353139262452257
2014-02-17,30,-0.0625,-0.06453852113757118
2014-02-18,33,0.1,0.09531017980432493
2014-02-19,32,-0.030303030303030304,-0.03077165866675366
2014-02-20,36,0.125,0.11778303565638346
2014-02-21,33,-0.08333333333333333,-0.08701137698962981
2014-02-22,25,-0.24242424242424243,-0.2776317365982795
2014-02-23,26,0.04,0.03922071315328133
2014-02-24,43,0.6538461538461539,0.5031035776720804
2014-02-25,100,1.3255813953488371,0.843970070294529
2014-02-26,75,-0.25,-0.2876820724517809
2014-02-27,47,-0.37333333333333335,-0.4673405118262518
2014-02-28,71,0.5106382978723404,0.41253227533125686
2014-03-01,47,-0.3380281690140845,-0.4125322753312568
2014-03-02,35,-0.2553191489361702,-0.294799540220645
2014-03-03,37,0.05714285714285714,0.055569851154810786
2014-03-04,37,0.0,0.0
2014-03-05,42,0.13513513513513514,0.1267517056391438
2014-03-06,63,0.5,0.4054651081081644
2014-03-07,79,0.25396825396825395,0.22631312607548879
2014-03-08,37,-0.5316455696202531,-0.758529939822797
2014-03-09,29,-0.21621621621621623,-0.24362208265775043
2014-03-10,32,0.10344827586206896,0.09844007281325251
2014-03-11,26,-0.1875,-0.2076393647782445
2014-03-12,26,0.0,0.0
2014-03-13,22,-0.15384615384615385,-0.1670540846631662
2014-03-14,21,-0.045454545454545456,-0.04652001563489282
2014-03-15,18,-0.14285714285714285,-0.15415067982725836
2014-03-16,17,-0.05555555555555555,-0.05715841383994864
2014-03-17,19,0.11764705882352941,0.1112256351102244
2014-03-18,19,0.0,0.0
2014-03-19,20,0.05263157894736842,0.05129329438755048
2014-03-20,21,0.05,0.04879016416943205
2014-03-21,25,0.19047619047619047,0.17435338714477774
2014-03-22,21,-0.16,-0.1743533871447778
2014-03-23,18,-0.14285714285714285,-0.15415067982725836
2014-03-24,19,0.05555555555555555,0.05406722127027579
2014-03-25,25,0.3157894736842105,0.27443684570176036
2014-03-26,25,0.0,0.0
2014-03-27,23,-0.08,-0.08338160893905101
2014-03-28,21,-0.08695652173913043,-0.09097177820572676
2014-03-29,18,-0.14285714285714285,-0.15415067982725836
2014-03-30,20,0.1111111111111111,0.10536051565782635
2014-03-31,20,0.0,0.0
2014-04-01,19,-0.05,-0.05129329438755058
2014-04-02,19,0.0,0.0
2014-04-03,18,-0.05263157894736842,-0.05406722127027582
2014-04-04,16,-0.1111111111111111,-0.11778303565638351
2014-04-05,15,-0.0625,-0.06453852113757118
2014-04-06,16,0.06666666666666667,0.06453852113757116
2014-04-07,17,0.0625,0.06062462181643484
2014-04-08,16,-0.058823529411764705,-0.060624621816434854
2014-04-09,18,0.125,0.11778303565638346
2014-04-10,20,0.1111111111111111,0.10536051565782635
2014-04-11,21,0.05,0.04879016416943205
2014-04-12,16,-0.23809523809523808,-0.2719337154836418
2014-04-13,17,0.0625,0.06062462181643484
2014-04-14,16,-0.058823529411764705,-0.060624621816434854
2014-04-15,18,0.125,0.11778303565638346
2014-04-16,19,0.05555555555555555,0.05406722127027579
2014-04-17,16,-0.15789473684210525,-0.17185025692665928
2014-04-18,16,0.0,0.0
2014-04-19,15,-0.0625,-0.06453852113757118
2014-04-20,14,-0.06666666666666667,-0.06899287148695143
2014-04-21,14,0.0,0.0
2014-04-22,14,0.0,0.0
2014-04-23,16,0.14285714285714285,0.13353139262452257
2014-04-24,15,-0.0625,-0.06453852113757118
2014-04-25,15,0.0,0.0
2014-04-26,14,-0.06666666666666667,-0.06899287148695143
2014-04-27,14,0.0,0.0
2014-04-28,14,0.0,0.0
2014-04-29,15,0.07142857142857142,0.06899287148695142
2014-04-30,15,0.0,0.0
2014-05-01,15,0.0,0.0
2014-05-02,12,-0.2,-0.2231435513142097
2014-05-03,12,0.0,0.0
2014-05-04,13,0.08333333333333333,0.08004270767353636
2014-05-05,14,0.07692307692307693,0.07410797215372183
2014-05-06,15,0.07142857142857142,0.06899287148695142
2014-05-07,15,0.0,0.0
2014-05-08,14,-0.06666666666666667,-0.06899287148695143
2014-05-09,14,0.0,0.0
2014-05-10,12,-0.14285714285714285,-0.15415067982725836
2014-05-11,12,0.0,0.0
2014-05-12,13,0.08333333333333333,0.08004270767353636
2014-05-13,13,0.0,0.0
2014-05-14,13,0.0,0.0
2014-05-15,14,0.07692307692307693,0.07410797215372183
2014-05-16,13,-0.07142857142857142,-0.07410797215372185
2014-05-17,12,-0.07692307692307693,-0.08004270767353637
2014-05-18,12,0.0,0.0
2014-05-19,13,0.08333333333333333,0.08004270767353636
2014-05-20,15,0.15384615384615385,0.14310084364067324
2014-05-21,13,-0.13333333333333333,-0.1431008436406733
2014-05-22,15,0.15384615384615385,0.14310084364067324
2014-05-23,15,0.0,0.0
2014-05-24,12,-0.2,-0.2231435513142097
2014-05-25,15,0.25,0.22314355131420976
2014-05-26,16,0.06666666666666667,0.06453852113757116
2014-05-27,19,0.1875,0.17185025692665923
2014-05-28,16,-0.15789473684210525,-0.17185025692665928
2014-05-29,17,0.0625,0.06062462181643484
2014-05-30,16,-0.058823529411764705,-0.060624621816434854
2014-05-31,15,-0.0625,-0.06453852113757118
2014-06-01,15,0.0,0.0
2014-06-02,14,-0.06666666666666667,-0.06899287148695143
2014-06-03,17,0.21428571428571427,0.1941560144409574
2014-06-04,15,-0.11764705882352941,-0.12516314295400605
2014-06-05,14,-0.06666666666666667,-0.06899287148695143
2014-06-06,13,-0.07142857142857142,-0.07410797215372185
2014-06-07,12,-0.07692307692307693,-0.08004270767353637
2014-06-08,13,0.08333333333333333,0.08004270767353636
2014-06-09,13,0.0,0.0
2014-06-10,14,0.07692307692307693,0.07410797215372183
2014-06-11,15,0.07142857142857142,0.06899287148695142
2014-06-12,17,0.13333333333333333,0.125163142954006
2014-06-13,19,0.11764705882352941,0.1112256351102244
2014-06-14,15,-0.21052631578947367,-0.2363887780642304
2014-06-15,15,0.0,0.0
2014-06-16,15,0.0,0.0
2014-06-17,15,0.0,0.0
2014-06-18,15,0.0,0.0
2014-06-19,14,-0.06666666666666667,-0.06899287148695143
2014-06-20,14,0.0,0.0
2014-06-21,12,-0.14285714285714285,-0.15415067982725836
2014-06-22,13,0.08333333333333333,0.08004270767353636
2014-06-23,12,-0.07692307692307693,-0.08004270767353637
2014-06-24,12,0.0,0.0
2014-06-25,11,-0.08333333333333333,-0.08701137698962981
2014-06-26,11,0.0,0.0
2014-06-27,14,0.2727272727272727,0.24116205681688804
2014-06-28,12,-0.14285714285714285,-0.15415067982725836
2014-06-29,12,0.0,0.0
2014-06-30,14,0.16666666666666666,0.15415067982725836
2014-07-01,57,0.03636363636363636,0.035718082602079246
2014-07-02,58,0.017543859649122806,0.01739174271186924
2014-07-03,58,0.0,0.0
2014-07-04,50,-0.13793103448275862,-0.14842000511827333
2014-07-05,45,-0.1,-0.10536051565782628
2014-07-06,53,0.17777777777777778,0.16362942378180212
2014-07-07,56,0.05660377358490566,0.05505977718302739
2014-07-08,50,-0.10714285714285714,-0.11332868530700312
2014-07-09,46,-0.08,-0.08338160893905101
2014-07-10,52,0.13043478260869565,0.12260232209233228
2014-07-11,53,0.019230769230769232,0.01904819497069441
2014-07-12,49,-0.07547169811320754,-0.07847161544149521
2014-07-13,41,-0.16326530612244897,-0.17824823140631876
2014-07-14,47,0.14634146341463414,0.1365755350057507
2014-07-15,49,0.0425531914893617,0.04167269640056808
2014-07-16,60,0.22448979591836735,0.2025242641114741
2014-07-17,58,-0.03333333333333333,-0.03390155167568134
2014-07-18,57,-0.017241379310344827,-0.01739174271186922
2014-07-19,52,-0.08771929824561403,-0.09180754925312286
2014-07-20,51,-0.019230769230769232,-0.019418085857101627
2014-07-21,52,0.0196078431372549,0.019418085857101516
2014-07-22,54,0.038461538461538464,0.03774032798284711
2014-07-23,50,-0.07407407407407407,-0.07696104113612832
2014-07-24,51,0.02,0.01980262729617973
2014-07-25,51,0.0,0.0
2014-07-26,45,-0.11764705882352941,-0.12516314295400605
2014-07-27,48,0.06666666666666667,0.06453852113757116
2014-07-28,50,0.041666666666666664,0.0408219945202552
2014-07-29,50,0.0,0.0
2014-07-30,55,0.1,0.09531017980432493
2014-07-31,51,-0.07272727272727272,-0.07550755250814517
2014-08-01,49,-0.0392156862745098,-0.04000533461369913
2014-08-02,43,-0.12244897959183673,-0.13062018241706422
2014-08-03,45,0.046511627906976744,0.04546237407675741
2014-08-04,48,0.06666666666666667,0.06453852113757116
2014-08-05,52,0.08333333333333333,0.08004270767353636
2014-08-06,57,0.09615384615384616,0.09180754925312289
2014-08-07,56,-0.017543859649122806,-0.017699577099400975
2014-08-08,49,-0.125,-0.13353139262452263
2014-08-09,44,-0.10204081632653061,-0.10763066419236544
2014-08-10,48,0.09090909090909091,0.0870113769896297
